lat_index,lat,lon_index,lon
1374,40.024256312,613,44.636216431499996
1374,40.024256312,614,44.708973100499996
1374,40.024256312,615,44.7817297695
1374,40.024256312,616,44.8544864385
1374,40.024256312,617,44.9272431075
1374,40.024256312,618,44.9999997765
1374,40.024256312,619,45.0727564455
1374,40.024256312,620,45.1455131145
1374,40.024256312,621,45.2182697835
1374,40.024256312,622,45.2910264525
1374,40.024256312,623,45.3637831215
1374,40.024256312,624,45.4365397905
1374,40.024256312,625,45.5092964595
1374,40.024256312,626,45.5820531285
1374,40.024256312,627,45.6548097975
1374,40.024256312,629,45.8003231355
1374,40.024256312,630,45.873079804499994
1375,40.097027688000004,601,43.7631364035
1375,40.097027688000004,602,43.8358930725
1375,40.097027688000004,603,43.9086497415
1375,40.097027688000004,604,43.9814064105
1375,40.097027688000004,605,44.0541630795
1375,40.097027688000004,606,44.1269197485
1375,40.097027688000004,607,44.1996764175
1375,40.097027688000004,608,44.2724330865
1375,40.097027688000004,609,44.345189755499995
1375,40.097027688000004,610,44.417946424499995
1375,40.097027688000004,611,44.490703093499995
1375,40.097027688000004,612,44.563459762499996
1375,40.097027688000004,613,44.636216431499996
1375,40.097027688000004,614,44.708973100499996
1375,40.097027688000004,615,44.7817297695
1375,40.097027688000004,616,44.8544864385
1375,40.097027688000004,617,44.9272431075
1375,40.097027688000004,618,44.9999997765
1375,40.097027688000004,619,45.0727564455
1375,40.097027688000004,620,45.1455131145
1375,40.097027688000004,621,45.2182697835
1375,40.097027688000004,622,45.2910264525
1375,40.097027688000004,623,45.3637831215
1375,40.097027688000004,624,45.4365397905
1375,40.097027688000004,625,45.5092964595
1375,40.097027688000004,626,45.5820531285
1375,40.097027688000004,627,45.6548097975
1375,40.097027688000004,628,45.7275664665
1375,40.097027688000004,629,45.8003231355
1375,40.097027688000004,630,45.873079804499994
1376,40.169799063999996,601,43.7631364035
1376,40.169799063999996,602,43.8358930725
1376,40.169799063999996,603,43.9086497415
1376,40.169799063999996,604,43.9814064105
1376,40.169799063999996,605,44.0541630795
1376,40.169799063999996,606,44.1269197485
1376,40.169799063999996,607,44.1996764175
1376,40.169799063999996,608,44.2724330865
1376,40.169799063999996,609,44.345189755499995
1376,40.169799063999996,610,44.417946424499995
1376,40.169799063999996,611,44.490703093499995
1376,40.169799063999996,612,44.563459762499996
1376,40.169799063999996,613,44.636216431499996
1376,40.169799063999996,614,44.708973100499996
1376,40.169799063999996,615,44.7817297695
1376,40.169799063999996,616,44.8544864385
1376,40.169799063999996,617,44.9272431075
1376,40.169799063999996,618,44.9999997765
1376,40.169799063999996,619,45.0727564455
1376,40.169799063999996,620,45.1455131145
1376,40.169799063999996,621,45.2182697835
1376,40.169799063999996,624,45.4365397905
1376,40.169799063999996,626,45.5820531285
1376,40.169799063999996,627,45.6548097975
1376,40.169799063999996,628,45.7275664665
1376,40.169799063999996,629,45.8003231355
1376,40.169799063999996,630,45.873079804499994
1376,40.169799063999996,631,45.945836473499995
1377,40.24257044,600,43.6903797345
1377,40.24257044,601,43.7631364035
1377,40.24257044,602,43.8358930725
1377,40.24257044,603,43.9086497415
1377,40.24257044,604,43.9814064105
1377,40.24257044,605,44.0541630795
1377,40.24257044,606,44.1269197485
1377,40.24257044,607,44.1996764175
1377,40.24257044,608,44.2724330865
1377,40.24257044,609,44.345189755499995
1377,40.24257044,610,44.417946424499995
1377,40.24257044,611,44.490703093499995
1377,40.24257044,612,44.563459762499996
1377,40.24257044,613,44.636216431499996
1377,40.24257044,614,44.708973100499996
1377,40.24257044,615,44.7817297695
1377,40.24257044,616,44.8544864385
1377,40.24257044,617,44.9272431075
1377,40.24257044,618,44.9999997765
1377,40.24257044,619,45.0727564455
1377,40.24257044,620,45.1455131145
1377,40.24257044,621,45.2182697835
1377,40.24257044,627,45.6548097975
1377,40.24257044,628,45.7275664665
1377,40.24257044,629,45.8003231355
1377,40.24257044,630,45.873079804499994
1377,40.24257044,631,45.945836473499995
1378,40.31534181600001,599,43.6176230655
1378,40.31534181600001,600,43.6903797345
1378,40.31534181600001,601,43.7631364035
1378,40.31534181600001,602,43.8358930725
1378,40.31534181600001,603,43.9086497415
1378,40.31534181600001,604,43.9814064105
1378,40.31534181600001,605,44.0541630795
1378,40.31534181600001,606,44.1269197485
1378,40.31534181600001,607,44.1996764175
1378,40.31534181600001,608,44.2724330865
1378,40.31534181600001,609,44.345189755499995
1378,40.31534181600001,610,44.417946424499995
1378,40.31534181600001,611,44.490703093499995
1378,40.31534181600001,612,44.563459762499996
1378,40.31534181600001,613,44.636216431499996
1378,40.31534181600001,614,44.708973100499996
1378,40.31534181600001,615,44.7817297695
1378,40.31534181600001,616,44.8544864385
1378,40.31534181600001,617,44.9272431075
1378,40.31534181600001,618,44.9999997765
1378,40.31534181600001,619,45.0727564455
1378,40.31534181600001,620,45.1455131145
1378,40.31534181600001,621,45.2182697835
1378,40.31534181600001,627,45.6548097975
1378,40.31534181600001,628,45.7275664665
1378,40.31534181600001,629,45.8003231355
1379,40.388113192,599,43.6176230655
1379,40.388113192,600,43.6903797345
1379,40.388113192,601,43.7631364035
1379,40.388113192,602,43.8358930725
1379,40.388113192,603,43.9086497415
1379,40.388113192,604,43.9814064105
1379,40.388113192,605,44.0541630795
1379,40.388113192,606,44.1269197485
1379,40.388113192,607,44.1996764175
1379,40.388113192,608,44.2724330865
1379,40.388113192,609,44.345189755499995
1379,40.388113192,610,44.417946424499995
1379,40.388113192,611,44.490703093499995
1379,40.388113192,612,44.563459762499996
1379,40.388113192,613,44.636216431499996
1379,40.388113192,614,44.708973100499996
1379,40.388113192,615,44.7817297695
1379,40.388113192,616,44.8544864385
1379,40.388113192,617,44.9272431075
1379,40.388113192,618,44.9999997765
1379,40.388113192,619,45.0727564455
1379,40.388113192,620,45.1455131145
1379,40.388113192,621,45.2182697835
1379,40.388113192,625,45.5092964595
1379,40.388113192,626,45.5820531285
1380,40.460884568000004,599,43.6176230655
1380,40.460884568000004,600,43.6903797345
1380,40.460884568000004,601,43.7631364035
1380,40.460884568000004,602,43.8358930725
1380,40.460884568000004,603,43.9086497415
1380,40.460884568000004,604,43.9814064105
1380,40.460884568000004,605,44.0541630795
1380,40.460884568000004,606,44.1269197485
1380,40.460884568000004,607,44.1996764175
1380,40.460884568000004,608,44.2724330865
1380,40.460884568000004,609,44.345189755499995
1380,40.460884568000004,610,44.417946424499995
1380,40.460884568000004,611,44.490703093499995
1380,40.460884568000004,612,44.563459762499996
1380,40.460884568000004,613,44.636216431499996
1380,40.460884568000004,614,44.708973100499996
1380,40.460884568000004,615,44.7817297695
1380,40.460884568000004,616,44.8544864385
1380,40.460884568000004,617,44.9272431075
1380,40.460884568000004,618,44.9999997765
1380,40.460884568000004,619,45.0727564455
1380,40.460884568000004,624,45.4365397905
1380,40.460884568000004,625,45.5092964595
1381,40.533655943999996,600,43.6903797345
1381,40.533655943999996,601,43.7631364035
1381,40.533655943999996,602,43.8358930725
1381,40.533655943999996,603,43.9086497415
1381,40.533655943999996,604,43.9814064105
1381,40.533655943999996,605,44.0541630795
1381,40.533655943999996,606,44.1269197485
1381,40.533655943999996,607,44.1996764175
1381,40.533655943999996,608,44.2724330865
1381,40.533655943999996,609,44.345189755499995
1381,40.533655943999996,610,44.417946424499995
1381,40.533655943999996,611,44.490703093499995
1381,40.533655943999996,612,44.563459762499996
1381,40.533655943999996,613,44.636216431499996
1381,40.533655943999996,614,44.708973100499996
1381,40.533655943999996,615,44.7817297695
1381,40.533655943999996,616,44.8544864385
1381,40.533655943999996,617,44.9272431075
1381,40.533655943999996,621,45.2182697835
1381,40.533655943999996,622,45.2910264525
1381,40.533655943999996,623,45.3637831215
1381,40.533655943999996,624,45.4365397905
1382,40.60642732,601,43.7631364035
1382,40.60642732,602,43.8358930725
1382,40.60642732,603,43.9086497415
1382,40.60642732,604,43.9814064105
1382,40.60642732,605,44.0541630795
1382,40.60642732,606,44.1269197485
1382,40.60642732,607,44.1996764175
1382,40.60642732,608,44.2724330865
1382,40.60642732,609,44.345189755499995
1382,40.60642732,610,44.417946424499995
1382,40.60642732,611,44.490703093499995
1382,40.60642732,612,44.563459762499996
1382,40.60642732,613,44.636216431499996
1382,40.60642732,614,44.708973100499996
1382,40.60642732,615,44.7817297695
1382,40.60642732,616,44.8544864385
1382,40.60642732,617,44.9272431075
1382,40.60642732,619,45.0727564455
1382,40.60642732,620,45.1455131145
1382,40.60642732,621,45.2182697835
1382,40.60642732,622,45.2910264525
1382,40.60642732,623,45.3637831215
1383,40.67919869600001,601,43.7631364035
1383,40.67919869600001,602,43.8358930725
1383,40.67919869600001,603,43.9086497415
1383,40.67919869600001,604,43.9814064105
1383,40.67919869600001,605,44.0541630795
1383,40.67919869600001,606,44.1269197485
1383,40.67919869600001,607,44.1996764175
1383,40.67919869600001,608,44.2724330865
1383,40.67919869600001,609,44.345189755499995
1383,40.67919869600001,610,44.417946424499995
1383,40.67919869600001,611,44.490703093499995
1383,40.67919869600001,612,44.563459762499996
1383,40.67919869600001,613,44.636216431499996
1383,40.67919869600001,614,44.708973100499996
1383,40.67919869600001,615,44.7817297695
1383,40.67919869600001,616,44.8544864385
1383,40.67919869600001,617,44.9272431075
1383,40.67919869600001,618,44.9999997765
1383,40.67919869600001,619,45.0727564455
1383,40.67919869600001,620,45.1455131145
1383,40.67919869600001,621,45.2182697835
1383,40.67919869600001,622,45.2910264525
1383,40.67919869600001,623,45.3637831215
1384,40.751970072,601,43.7631364035
1384,40.751970072,602,43.8358930725
1384,40.751970072,603,43.9086497415
1384,40.751970072,604,43.9814064105
1384,40.751970072,605,44.0541630795
1384,40.751970072,606,44.1269197485
1384,40.751970072,607,44.1996764175
1384,40.751970072,608,44.2724330865
1384,40.751970072,609,44.345189755499995
1384,40.751970072,610,44.417946424499995
1384,40.751970072,611,44.490703093499995
1384,40.751970072,612,44.563459762499996
1384,40.751970072,613,44.636216431499996
1384,40.751970072,614,44.708973100499996
1384,40.751970072,615,44.7817297695
1384,40.751970072,616,44.8544864385
1384,40.751970072,617,44.9272431075
1384,40.751970072,618,44.9999997765
1384,40.751970072,619,45.0727564455
1384,40.751970072,620,45.1455131145
1384,40.751970072,621,45.2182697835
1384,40.751970072,622,45.2910264525
1384,40.751970072,623,45.3637831215
1384,40.751970072,624,45.4365397905
1385,40.824741448000005,601,43.7631364035
1385,40.824741448000005,602,43.8358930725
1385,40.824741448000005,603,43.9086497415
1385,40.824741448000005,604,43.9814064105
1385,40.824741448000005,605,44.0541630795
1385,40.824741448000005,606,44.1269197485
1385,40.824741448000005,607,44.1996764175
1385,40.824741448000005,608,44.2724330865
1385,40.824741448000005,609,44.345189755499995
1385,40.824741448000005,610,44.417946424499995
1385,40.824741448000005,611,44.490703093499995
1385,40.824741448000005,612,44.563459762499996
1385,40.824741448000005,613,44.636216431499996
1385,40.824741448000005,614,44.708973100499996
1385,40.824741448000005,615,44.7817297695
1385,40.824741448000005,616,44.8544864385
1385,40.824741448000005,617,44.9272431075
1385,40.824741448000005,618,44.9999997765
1385,40.824741448000005,619,45.0727564455
1385,40.824741448000005,620,45.1455131145
1385,40.824741448000005,621,45.2182697835
1385,40.824741448000005,622,45.2910264525
1385,40.824741448000005,623,45.3637831215
1385,40.824741448000005,624,45.4365397905
1385,40.824741448000005,625,45.5092964595
1385,40.824741448000005,626,45.5820531285
1386,40.897512823999996,600,43.6903797345
1386,40.897512823999996,601,43.7631364035
1386,40.897512823999996,602,43.8358930725
1386,40.897512823999996,603,43.9086497415
1386,40.897512823999996,604,43.9814064105
1386,40.897512823999996,605,44.0541630795
1386,40.897512823999996,606,44.1269197485
1386,40.897512823999996,607,44.1996764175
1386,40.897512823999996,608,44.2724330865
1386,40.897512823999996,609,44.345189755499995
1386,40.897512823999996,610,44.417946424499995
1386,40.897512823999996,611,44.490703093499995
1386,40.897512823999996,612,44.563459762499996
1386,40.897512823999996,613,44.636216431499996
1386,40.897512823999996,614,44.708973100499996
1386,40.897512823999996,615,44.7817297695
1386,40.897512823999996,616,44.8544864385
1386,40.897512823999996,617,44.9272431075
1386,40.897512823999996,618,44.9999997765
1386,40.897512823999996,619,45.0727564455
1386,40.897512823999996,620,45.1455131145
1386,40.897512823999996,621,45.2182697835
1386,40.897512823999996,622,45.2910264525
1386,40.897512823999996,623,45.3637831215
1386,40.897512823999996,624,45.4365397905
1386,40.897512823999996,625,45.5092964595
1387,40.9702842,600,43.6903797345
1387,40.9702842,601,43.7631364035
1387,40.9702842,602,43.8358930725
1387,40.9702842,603,43.9086497415
1387,40.9702842,604,43.9814064105
1387,40.9702842,605,44.0541630795
1387,40.9702842,606,44.1269197485
1387,40.9702842,607,44.1996764175
1387,40.9702842,608,44.2724330865
1387,40.9702842,609,44.345189755499995
1387,40.9702842,610,44.417946424499995
1387,40.9702842,611,44.490703093499995
1387,40.9702842,612,44.563459762499996
1387,40.9702842,613,44.636216431499996
1387,40.9702842,614,44.708973100499996
1387,40.9702842,615,44.7817297695
1387,40.9702842,616,44.8544864385
1387,40.9702842,617,44.9272431075
1387,40.9702842,618,44.9999997765
1387,40.9702842,619,45.0727564455
1387,40.9702842,620,45.1455131145
1387,40.9702842,621,45.2182697835
1387,40.9702842,622,45.2910264525
1387,40.9702842,623,45.3637831215
1388,41.04305557600001,597,43.4721097275
1388,41.04305557600001,598,43.5448663965
1388,41.04305557600001,599,43.6176230655
1388,41.04305557600001,600,43.6903797345
1388,41.04305557600001,601,43.7631364035
1388,41.04305557600001,602,43.8358930725
1388,41.04305557600001,603,43.9086497415
1388,41.04305557600001,604,43.9814064105
1388,41.04305557600001,605,44.0541630795
1388,41.04305557600001,606,44.1269197485
1388,41.04305557600001,607,44.1996764175
1388,41.04305557600001,608,44.2724330865
1388,41.04305557600001,609,44.345189755499995
1388,41.04305557600001,610,44.417946424499995
1388,41.04305557600001,611,44.490703093499995
1388,41.04305557600001,612,44.563459762499996
1388,41.04305557600001,613,44.636216431499996
1388,41.04305557600001,614,44.708973100499996
1388,41.04305557600001,615,44.7817297695
1388,41.04305557600001,616,44.8544864385
1388,41.04305557600001,617,44.9272431075
1388,41.04305557600001,618,44.9999997765
1388,41.04305557600001,619,45.0727564455
1388,41.04305557600001,620,45.1455131145
1389,41.115826952,597,43.4721097275
1389,41.115826952,598,43.5448663965
1389,41.115826952,599,43.6176230655
1389,41.115826952,600,43.6903797345
1389,41.115826952,601,43.7631364035
1389,41.115826952,602,43.8358930725
1389,41.115826952,603,43.9086497415
1389,41.115826952,604,43.9814064105
1389,41.115826952,605,44.0541630795
1389,41.115826952,606,44.1269197485
1389,41.115826952,607,44.1996764175
1389,41.115826952,608,44.2724330865
1389,41.115826952,609,44.345189755499995
1389,41.115826952,610,44.417946424499995
1389,41.115826952,611,44.490703093499995
1389,41.115826952,612,44.563459762499996
1389,41.115826952,613,44.636216431499996
1389,41.115826952,614,44.708973100499996
1389,41.115826952,615,44.7817297695
1389,41.115826952,616,44.8544864385
1389,41.115826952,617,44.9272431075
1389,41.115826952,618,44.9999997765
1389,41.115826952,619,45.0727564455
1389,41.115826952,620,45.1455131145
1390,41.188598328000005,605,44.0541630795
1390,41.188598328000005,607,44.1996764175
1390,41.188598328000005,608,44.2724330865
1390,41.188598328000005,609,44.345189755499995
1390,41.188598328000005,610,44.417946424499995
1390,41.188598328000005,612,44.563459762499996
1390,41.188598328000005,613,44.636216431499996
1390,41.188598328000005,614,44.708973100499996
1390,41.188598328000005,615,44.7817297695
1390,41.188598328000005,616,44.8544864385
1390,41.188598328000005,617,44.9272431075
1390,41.188598328000005,618,44.9999997765
1390,41.188598328000005,619,45.0727564455
1390,41.188598328000005,620,45.1455131145
1391,41.261369703999996,616,44.8544864385
1391,41.261369703999996,618,44.9999997765
